362921613618|1|11|0|638|0
182740548528|340|0|281|131710|0
254520095292|1|0|0|189|0
124090967722|1|0|0|178|0
264640360432|1|31|0|275|0
264638527547|1|0|0|121|0
333525587319|1|11|0|233|0
174197049934|1|0|0|497|0
324077668355|1|1|0|254|0
324081386016|1|0|0|85|0
352980561478|1|0|0|62|0
143493290069|4|0|0|3241|0
193358010598|1|0|0|103|0
164062576574|1|0|0|1655|0
383428344595|1|0|0|121|0
133336968473|1|0|0|483|0
283791538855|1|1|0|172|0
283792256429|1|0|0|54|0
193334286803|24|0|2|2457|0
274282660768|1|0|0|45|0
223925745917|1|0|0|69|0
283794476242|1|0|0|43|0
133252373971|11|0|5|3482|0
174199226989|1|0|0|49|0
174193463832|1|0|0|290|0
233504679037|1|0|0|82|0
153822429069|1|0|0|1096|0
164096162891|1|0|0|18|0
362925735268|2|0|0|53|0
164092606313|1|0|0|38|0
352977298441|1|0|0|146|0
153842501912|1|0|0|55|0
264556059892|162|0|11|4497|0
333526814068|1|0|0|9|0
174202010074|1|0|0|18|0
352932913776|1|0|0|535|0
202912241072|1|0|0|60|0
123926197916|3|0|1|1695|0
153844472025|1|0|0|2|0
153841747539|1|0|0|37|0
362920981740|1|0|0|20|0
401813541842|1|0|0|2486|0
153842385766|1|0|0|78|0
293489493767|1|0|0|25|0
362923060937|1|0|0|46|0
193356233007|1|0|0|49|0
324083206754|1|0|0|92|0
133262686238|1|0|0|1100|0
264644828315|1|0|0|17|0
173946456476|4|0|2|11444|0
223923284268|1|0|0|103|0
114129500204|1|0|0|46|0
372962599636|1|0|0|69|0
274284855454|1|0|0|55|0
323937456921|1|0|0|1043|0
174200398140|1|0|0|45|0
254442899733|153|0|2|1570|0
153844406273|1|0|0|12|0
293377117208|1|0|0|942|0
313007170421|1|0|0|26|0
372962602637|1|0|0|54|0
133342677923|1|0|0|8|0
124093486683|1|0|0|86|0
254517568798|1|0|0|51|0
174199067553|1|0|0|15|0
352769261216|28|0|18|6205|0
264582370052|1|0|0|1659|0
202907647547|6|0|0|87|0
362904376195|1|0|0|402|0
312862631570|7|0|1|544|0
114123969465|1|0|0|33|0
223868419808|24|0|0|496|0
223926484576|1|0|0|73|0
323922230769|1|0|0|888|0
333521364436|1|0|0|74|0
114128863637|1|0|0|15|0
153804202737|11|0|0|90|0
362925258928|1|0|0|4|0
164015497479|1|0|0|332|0
133342674601|1|0|0|109|0
372962609068|1|0|0|75|0
362923703681|1|0|0|15|0
362925735272|1|0|0|16|0
333521358519|1|0|0|62|0
233506064359|1|0|0|21|0
323922233934|1|0|0|392|0
254520720091|1|0|0|23|0
233503335142|1|0|0|82|0
123978653711|1|0|0|1527|0
233486404254|1|0|0|298|0
392661592308|2|0|0|279|0
184142023322|1|0|0|264|0
372929987505|2|0|0|322|0
372916110701|2|0|0|598|0
283791410787|1|0|0|27|0
362906378830|1|0|0|128|0
352981152545|1|0|0|16|0
254523086623|1|0|0|7|0
123926407680|1|0|0|1157|0
124047383146|2|0|0|452|0
114129501574|1|0|0|42|0
293490895425|1|0|0|17|0
164095560489|1|0|0|1|0
174164173419|11|0|0|86|0
164095656590|1|0|0|5|0
124091150691|1|0|0|27|0
123797988208|1|0|0|517|0
254520871778|1|0|0|13|0
303493404746|1|0|0|48|0
123803391391|2|0|0|2158|0
362925848056|1|0|0|15|0
372965650510|1|0|0|13|0
372962603130|3|0|0|58|0
372929987530|1|0|0|301|0
114046515811|5|0|0|94|0
233506206256|1|0|0|14|0
362925735439|1|0|0|14|0
124047391826|1|0|0|296|0
233506063573|2|0|0|28|0
133336628439|1|0|0|275|0
133208085360|1|0|0|827|0
233503330745|1|0|0|62|0
362925735386|1|0|0|12|0
372965641528|1|0|0|11|0
233506063524|1|0|0|24|0
362889163684|1|0|0|513|0
372965641552|1|0|0|13|0
233466212964|1|0|0|210|0
233506270576|1|0|0|14|0
362883724673|1|0|0|500|0
333042252152|11|0|6|7106|0
362925837140|1|0|0|10|0
372965507218|1|0|0|12|0
362831555393|1|0|0|296|0
362895515542|1|0|0|362|0
372940089146|1|0|0|322|0
402045479405|11|0|0|83|0
372965507178|1|0|0|9|0
223278644438|1|0|0|3617|0
324076183514|1|0|0|325|0
153820010717|1|0|0|220|0
274168557679|1|0|0|1480|0
362882908621|1|0|0|290|0
114094831814|1|0|0|239|0
223880406422|1|0|0|170|0
143488829704|1|0|0|369|0
352932986492|2|0|0|212|0
193295488467|136|0|0|402|0
233466883931|1|0|0|217|0
233485473978|1|0|0|188|0
362905370768|1|0|0|157|0
274282812819|1|0|0|375|0
372915000126|1|0|0|247|0
174148597386|1|0|0|99|0
233505349361|1|0|0|16|0
401965557477|1|0|0|418|0
362895510669|1|0|0|219|0
233390306563|1|0|0|2420|0
223926820007|1|0|0|33|0
254414030148|1|0|0|750|0
362923062402|1|0|0|37|0
114046892989|5|0|0|128|0
323922233702|1|0|0|267|0
202905763265|1|0|0|65|0
184004612173|1|0|0|254|0
324075074836|1|0|0|55|0
113925501791|1|0|0|857|0
193009561591|2|0|1|1079|0
183896117368|2|0|1|1458|0
254414020504|1|0|0|229|0
372915000052|1|0|0|202|0
402045322185|7|0|0|66|0
233383007292|1|0|0|753|0
362898801185|1|0|0|224|0
113895819096|1|0|0|378|0
202725396671|15|0|6|13146|1
233502428203|1|0|0|205|0
133030950570|1|0|0|458|0
113735313648|2|0|0|675|0
372929987541|1|0|0|115|0
113918714147|2|0|0|901|0
372965507227|1|0|0|7|0
372916338691|1|0|0|176|0
283752075730|1|0|0|66|0
362889188964|3|0|0|232|0
114126401929|1|0|0|37|0
183847824348|1|0|0|1246|0
372929994804|1|0|0|142|0
123880638624|1|0|0|308|0
174155495450|1|0|0|125|0
124072669514|1|0|0|169|0
401878853315|1|0|0|831|0
362895515392|1|0|0|156|0
362889188904|2|0|0|154|0
202307222203|38|0|9|18076|2
362889188906|2|0|0|110|0
153844472024|1|0|0|1|0
153804214356|11|0|0|99|0
153804229297|11|0|0|69|0
362895515596|1|0|0|254|0
143535193314|23|0|13|614|0
193178228346|1|0|0|1148|0
174196192371|1000|0|0|27|0
193177182164|1|0|0|2121|0
133255791757|4|0|3|847|0
383305840074|1|0|0|537|0
143332224864|16|0|9|5012|0
132814808420|9|0|8|9322|0
133219877878|5|0|0|1450|0
303496546268|11|0|0|48|0
143359151564|11|0|2|1704|0
142988485438|5|0|4|6136|0
392458164694|3|0|0|841|0
193213474415|1|0|0|90|0
264489484258|10|0|0|2161|0
392695473652|1|0|0|33|0
142606150224|3|0|2|5972|0
142987223326|2|0|1|2140|0
143332092586|6|0|1|1846|0
143425202185|3|0|0|748|0
133344184523|1|0|0|6|0
143541089414|1|0|0|6|0
392458164838|11|0|0|513|0
132416489061|2|0|1|2518|0
303496545398|2|0|0|69|0
133103593989|7|0|0|841|0
392297714612|19|0|0|583|0
173691025368|2|0|0|2035|0
293439584879|1|0|0|427|0
312788987897|8|0|0|972|0
264489484265|2|0|0|953|0
362751766461|12|0|0|766|0
264489481716|10|0|2|768|0
303496547819|4|0|0|106|0
362730816216|15|0|3|2279|0
133066583187|30|0|0|2949|0
143319461600|5|0|0|1079|0
312975590181|5|0|0|85|0
303496567584|5|0|0|67|0
153602346294|5|0|0|1182|0
392299610032|13|0|0|444|0
142838493498|1|0|0|3547|0
142838493506|1|0|0|1511|0
312813018166|10|0|0|228|0
312788988237|7|0|0|542|0
143438768259|1|0|0|1069|0
392480586369|9|0|0|272|0
312845586438|10|0|0|206|0
392684909112|10|0|0|63|0
132670138912|1|0|0|2244|0
303361298728|3|0|0|1060|0
312813028115|10|0|0|230|0
143272702379|30|0|0|1259|0
312956907663|3|0|0|88|0
132832397254|3|0|0|902|0
313004434474|1|0|0|30|0
312813019125|5|0|0|290|0
392492817312|10|0|0|250|0
312875921510|10|0|0|206|0
153790547851|3|0|0|327|0
143336553862|21|0|11|8493|0
312620196503|6|0|0|603|0
312993514130|14|0|0|53|0
392695473688|1|0|0|30|0
312937400480|10|0|0|105|0
132832397262|1|0|0|628|0
312813018466|10|0|0|208|0
143541344983|1|0|0|4|0
143541344950|1|0|0|3|0
312788988170|3|0|0|516|0
133104215673|1|0|0|749|0
312740415171|11|0|0|494|0
143502192143|6|0|0|96|0
312813017908|10|0|0|246|0
362923051345|4|0|0|71|0
143541390281|1|0|0|3|0
312813014405|10|0|0|242|0
312788987849|8|0|0|549|0
392651435196|3|0|0|187|0
143159174411|1|0|0|1211|0
312875919915|1|0|0|254|0
391870594009|9|0|3|2997|0
133219860274|2|0|0|462|0
312612410939|25|0|0|597|0
312612410347|10|0|0|649|0
392492805279|10|0|0|231|0
392492805539|10|0|0|207|0
312813013836|10|0|0|267|0
312826345523|10|0|0|203|0
392510975242|10|0|0|211|0
312975590452|10|0|0|75|0
392308904632|13|0|0|560|0
312813012343|10|0|0|217|0
312813021918|10|0|0|229|0
312735181212|24|0|0|771|0
312620192596|13|0|0|448|0
312612410282|13|0|0|526|0
392458164731|7|0|0|597|0
312782948827|8|0|0|303|0
312931741956|19|0|0|182|0
392663807659|5|0|0|68|0
392492836141|10|0|0|244|0
312788987955|8|0|0|464|0
143332478009|10|0|0|698|0
312607127218|27|0|0|655|0
392695473539|10|0|0|31|0
312813013640|10|0|0|215|0
312788987722|7|0|0|441|0
312813024475|10|0|0|229|0
132580398457|8|0|0|2826|0
392641715529|10|0|0|90|0
312813022114|10|0|0|216|0
143159136160|4|0|0|1887|0
312956904476|3|0|0|101|0
264492701051|5|0|0|516|0
392547347068|10|0|0|171|0
142838493471|2|0|0|1331|0
392510980696|10|0|0|251|0
264495381180|1|0|0|719|0
362923052008|5|0|0|54|0
362923051376|5|0|0|57|0
303280453455|12|0|0|703|0
312893230635|10|0|0|154|0
133067481433|19|0|0|454|0
392547348225|10|0|0|172|0
392510976242|10|0|0|200|0
312740415084|11|0|0|454|0
392632324586|8|0|0|119|0
312875919419|17|0|0|203|0
392505203329|10|0|0|214|0
303360026300|9|0|0|1213|0
312893230220|15|0|0|161|0
143529261213|6|0|0|120|0
392492815075|5|0|0|228|0
392492823066|10|0|0|215|0
312813022700|10|0|0|278|0
312612410732|12|0|0|508|0
312846206712|10|0|0|189|0
392547348083|10|0|0|176|0
362785451247|3|0|0|421|0
392297714723|15|0|0|536|0
312813024422|10|0|0|200|0
143292025664|3|0|0|973|0
132976427491|6|0|1|3588|0
392492814717|5|0|0|211|0
312612411030|1|0|0|573|0
142315146965|4|0|2|6859|0
312813027323|10|0|0|213|0
312644470709|1|0|0|658|0
312612408171|20|0|0|549|0
333351757512|4|0|0|426|0
391870593319|9|0|7|4185|0
333354534824|5|0|0|354|0
143501341436|7|0|0|77|0
312975590121|10|0|0|64|0
392663807509|10|0|0|59|0
143475827009|2|0|0|180|0
392339222785|1|0|0|451|0
392387284867|5|0|0|440|0
392308900638|10|0|0|628|0
312735180997|3|0|0|422|0
392492815325|10|0|0|249|0
312875920381|7|0|0|191|0
362734093259|4|0|1|927|0
392663807482|10|0|0|67|0
392492805843|10|0|0|217|0
392492805814|10|0|0|231|0
312949687443|10|0|0|87|0
312607129883|15|0|0|747|0
142988096589|4|0|1|3448|0
312845594094|10|0|0|192|0
312788985647|1|0|0|276|0
392458164800|12|0|1|680|0
312956907748|3|0|0|71|0
174099171234|2|0|1|1283|0
392535842052|10|0|0|197|0
392492806152|10|0|0|216|0
392459548631|13|0|0|222|0
392535840266|5|0|0|174|0
264489482825|2|0|0|559|0
362754902165|12|0|0|857|0
312813025121|10|0|0|212|0
312875919488|12|0|0|212|0
312612408282|15|0|0|498|0
392492805103|10|0|0|229|0
312875915544|10|0|0|146|0
273988053614|3|0|0|738|0
143501435039|3|0|0|69|0
392646911450|3|0|0|82|0
312642173850|19|0|0|514|0
303311115550|3|0|0|474|0
392492815483|10|0|0|215|0
303322620974|6|0|0|458|0
392535843078|25|0|0|327|0
312931742235|17|0|0|193|0
312845584473|5|0|0|182|0
312788989672|5|0|0|274|0
392492816567|5|0|0|245|0
312642164607|27|0|0|509|0
392492836023|10|0|0|238|0
163898539177|3|0|0|418|0
153677989334|6|0|0|292|0
254283224480|5|0|3|2792|0
262898759919|31|0|13|18090|0
264384376149|1|0|0|1149|0
253230149109|11|0|1|8274|0
273884582043|6|0|2|3401|0
253233256085|3|0|0|3245|0
254452235277|4|0|1|170|0
254452228336|3|0|0|187|0
264565631149|6|0|1|201|0
302408486210|9|0|8|21445|0
253123656959|25|0|7|12142|0
253230074053|8|0|4|5303|0
372893300904|4|0|0|1119|0
293456238743|1|0|0|83|0
303139306641|6|0|0|4215|0
303421523679|9|0|0|298|0
333354891709|495|0|0|38|0
333395285386|495|0|0|42|0
193312105473|11|0|0|76|0
333483421941|495|0|0|30|0
333486517288|495|0|0|14|0
333405137689|495|0|0|26|0
333451582548|495|0|0|71|0
312963763783|1|0|0|44|0
372961172340|5|0|0|91|0
143536061506|6|0|0|79|0
372871413341|1|0|0|170|0
362925757030|1|0|0|18|0
323853440296|37|0|19|14485|0
362889170623|1|0|0|331|0
283774386285|2|0|0|110|0
362889188904|2|0|0|154|0
332667297132|71|0|30|27217|0
372922396917|2|0|0|215|0
372929987541|1|0|0|115|0
362884831360|1|0|0|123|0
123773412919|22|0|0|522|0
223490957854|2|0|1|6607|0
113755012932|5|0|0|302|0
233506081528|1|0|0|8|0
233506086668|1|0|0|10|0
233506193796|1|0|0|12|0
362925734705|1|0|0|11|0
362925738841|1|0|0|10|0
362925738921|1|0|0|10|0
362925828306|1|0|0|11|0
233466212964|1|0|0|210|0
372958821308|1|4|0|487|0
233506192377|1|0|0|13|0
233506192426|1|0|0|14|0
233506192454|1|0|0|13|0
233506270576|1|0|0|14|0
362925826457|1|0|0|11|0
362925826598|1|0|0|16|0
193336078918|3|0|0|367|0
362925734706|1|0|0|12|0
362925738906|1|0|0|10|0
113992387462|4|0|1|291|0
372961415958|1|0|0|67|0
113315667638|1|0|0|1312|0
233506118986|1|0|0|10|0
233506119125|1|0|0|14|0
372965551764|1|0|0|15|0
372965551828|1|0|0|11|0
362883717869|1|0|0|129|0
113755013844|4|0|0|268|0
113992391839|3|0|0|196|0
143437125261|10|0|1|825|0
362925884600|1|0|0|12|0
362925738875|1|0|0|10|0
362925828250|1|0|0|14|0
233503330745|1|0|0|62|0
233506119072|1|0|0|13|0
123992103269|3|0|0|226|0
